date,rail_lrt_ampang,rail_mrt_kajang,rail_lrt_kj,rail_monorail,rail_mrt_pjy,year,month,weekday,is_weekend,total_ridership
2024-09-09,204112,256099,271762,55820,156714,2024,9,Monday,False,944507
2024-09-10,206941,266335,284576,56036,162028,2024,9,Tuesday,False,975916
2024-09-11,209305,272223,286563,55484,164509,2024,9,Wednesday,False,988084
2024-09-12,205705,262880,276742,53859,158647,2024,9,Thursday,False,957833
2024-09-13,208120,258662,268945,56406,154901,2024,9,Friday,False,947034
2024-09-14,148318,199935,190399,53480,101642,2024,9,Saturday,True,693774
2024-09-15,141572,204178,164844,60805,98607,2024,9,Sunday,True,670006
2024-09-16,132111,196803,153319,56322,96879,2024,9,Monday,False,635434
2024-09-17,164068,185563,157083,43844,102339,2024,9,Tuesday,False,652897
2024-09-18,202184,269554,276713,57129,157688,2024,9,Wednesday,False,963268
2024-09-19,202851,268889,281772,57825,158796,2024,9,Thursday,False,970133
2024-09-20,203038,274945,271812,57619,163700,2024,9,Friday,False,971114
2024-09-21,131042,190138,153013,45546,99062,2024,9,Saturday,True,618801
2024-09-22,122522,160056,127708,40791,82048,2024,9,Sunday,True,533125
2024-09-23,197533,246504,264470,52811,152824,2024,9,Monday,False,914142
2024-09-24,203545,262278,281314,52510,161003,2024,9,Tuesday,False,960650
2024-09-25,204256,264354,285648,52448,161288,2024,9,Wednesday,False,967994
2024-09-26,204768,264865,285567,54153,160617,2024,9,Thursday,False,969970
2024-09-27,204716,265404,273673,57523,159167,2024,9,Friday,False,960483
2024-09-28,137363,197090,158885,49231,100798,2024,9,Saturday,True,643367
2024-09-29,122237,167533,136454,46263,82959,2024,9,Sunday,True,555446
2024-09-30,199707,252337,265341,53943,154050,2024,9,Monday,False,925378
2024-10-01,208157,269990,289395,55766,163760,2024,10,Tuesday,False,987068
2024-10-02,210868,274854,288946,55536,165058,2024,10,Wednesday,False,995262
2024-10-03,212972,272878,298050,57965,164869,2024,10,Thursday,False,1006734
2024-10-04,214432,280817,287214,63921,164160,2024,10,Friday,False,1010544
2024-10-05,149540,218386,180639,54962,105431,2024,10,Saturday,True,708958
2024-10-06,140175,191472,155697,54620,91449,2024,10,Sunday,True,633413
2024-10-07,206418,261079,272631,58107,157584,2024,10,Monday,False,955819
2024-10-08,211624,272310,288687,57264,165249,2024,10,Tuesday,False,995134
2024-10-09,210946,274613,289876,55632,165053,2024,10,Wednesday,False,996120
2024-10-10,209120,268785,289309,56378,163120,2024,10,Thursday,False,986712
2024-10-11,212082,275598,285020,60192,163687,2024,10,Friday,False,996579
2024-10-12,143683,209715,171213,51401,104206,2024,10,Saturday,True,680218
2024-10-13,130716,180937,150112,50432,89448,2024,10,Sunday,True,601645
2024-10-14,204927,258361,274238,56347,158958,2024,10,Monday,False,952831
2024-10-15,210346,267712,288521,55824,165769,2024,10,Tuesday,False,988172
2024-10-16,213317,277067,298753,57187,168688,2024,10,Wednesday,False,1015012
2024-10-17,209294,269931,293310,57334,164954,2024,10,Thursday,False,994823
2024-10-18,210764,273844,284900,59984,163925,2024,10,Friday,False,993417
2024-10-19,136167,202476,163206,48903,101810,2024,10,Saturday,True,652562
2024-10-20,126704,174688,144502,46719,87326,2024,10,Sunday,True,579939
2024-10-21,204313,255332,271104,56305,158964,2024,10,Monday,False,946018
2024-10-22,209169,266313,288022,56816,165355,2024,10,Tuesday,False,985675
2024-10-23,209391,271867,291410,56379,165410,2024,10,Wednesday,False,994457
2024-10-24,211567,267867,285948,57070,163539,2024,10,Thursday,False,985991
2024-10-25,216805,273577,278886,60275,162539,2024,10,Friday,False,992082
2024-10-26,202770,212960,174377,53691,110785,2024,10,Saturday,True,754583
2024-10-27,134913,177035,145518,46984,87834,2024,10,Sunday,True,592284
2024-10-28,202283,253303,265115,55910,155535,2024,10,Monday,False,932146
2024-10-29,209759,267775,282005,57846,160503,2024,10,Tuesday,False,977888
2024-10-30,208718,281911,279543,60904,159959,2024,10,Wednesday,False,991035
2024-10-31,136394,216786,168734,58974,103796,2024,10,Thursday,False,684684
2024-11-01,173509,247850,230842,60450,133489,2024,11,Friday,False,846140
2024-11-02,135572,197666,155180,52147,95607,2024,11,Saturday,True,636172
2024-11-03,122312,166661,136212,45468,83358,2024,11,Sunday,True,554011
2024-11-04,201885,254330,264791,57726,156129,2024,11,Monday,False,934861
2024-11-05,208504,267819,283946,56393,163591,2024,11,Tuesday,False,980253
2024-11-06,211114,276394,289907,58384,165964,2024,11,Wednesday,False,1001763
2024-11-07,210981,273833,287998,59136,164542,2024,11,Thursday,False,996490
2024-11-08,217237,278511,283954,62249,165471,2024,11,Friday,False,1007422
2024-11-09,148826,218054,172061,56049,111008,2024,11,Saturday,True,705998
2024-11-10,132608,181151,145455,49581,90764,2024,11,Sunday,True,599559
2024-11-11,210460,269117,279646,59504,162692,2024,11,Monday,False,981419
2024-11-12,211918,272899,290445,58746,167435,2024,11,Tuesday,False,1001443
2024-11-13,212083,276565,293691,57753,167640,2024,11,Wednesday,False,1007732
2024-11-14,211084,272181,288957,58757,166583,2024,11,Thursday,False,997562
2024-11-15,215283,276737,282571,60945,165667,2024,11,Friday,False,1001203
2024-11-16,141851,202542,164315,50028,102097,2024,11,Saturday,True,660833
2024-11-17,128644,176072,146476,47832,87375,2024,11,Sunday,True,586399
2024-11-18,209250,265571,279269,57658,165265,2024,11,Monday,False,977013
2024-11-19,214740,277806,298090,59075,171409,2024,11,Tuesday,False,1021120
2024-11-20,215276,284812,300438,58457,173734,2024,11,Wednesday,False,1032717
2024-11-21,226664,279488,298928,60464,171580,2024,11,Thursday,False,1037124
2024-11-22,219280,283888,296832,64312,170971,2024,11,Friday,False,1035283
2024-11-23,179338,213334,181410,55863,111500,2024,11,Saturday,True,741445
2024-11-24,133715,177940,154147,48432,89305,2024,11,Sunday,True,603539
2024-11-25,207317,264468,278506,59507,163458,2024,11,Monday,False,973256
2024-11-26,211488,273502,292895,59580,169739,2024,11,Tuesday,False,1007204
2024-11-27,211400,278421,295633,58705,169976,2024,11,Wednesday,False,1014135
2024-11-28,212373,278307,295202,61035,169212,2024,11,Thursday,False,1016129
2024-11-29,219553,287120,289005,64625,170716,2024,11,Friday,False,1031019
2024-11-30,164062,226312,180474,60964,114095,2024,11,Saturday,True,745907
2024-12-01,144193,193979,156978,56509,95410,2024,12,Sunday,True,647069
2024-12-02,205735,265053,276065,57998,162834,2024,12,Monday,False,967685
2024-12-03,211026,277400,292450,57483,169951,2024,12,Tuesday,False,1008310
2024-12-04,213656,285312,294813,58217,173260,2024,12,Wednesday,False,1025258
2024-12-05,211076,277304,290093,58664,169520,2024,12,Thursday,False,1006657
2024-12-06,216168,282563,287192,65202,168581,2024,12,Friday,False,1019706
2024-12-07,164251,224984,185877,60526,113409,2024,12,Saturday,True,749047
2024-12-08,140502,192997,157139,55712,95326,2024,12,Sunday,True,641676
2024-12-09,205708,265751,277074,60105,160024,2024,12,Monday,False,968662
2024-12-10,213122,283400,297640,60475,171507,2024,12,Tuesday,False,1026144
2024-12-11,208507,285866,272453,69585,168117,2024,12,Wednesday,False,1004528
2024-12-12,208516,275923,289402,59843,166683,2024,12,Thursday,False,1000367
2024-12-13,205706,272662,274310,59794,160631,2024,12,Friday,False,973103
2024-12-14,157720,225510,175027,68682,108945,2024,12,Saturday,True,735884
2024-12-15,137366,189538,151379,53303,92397,2024,12,Sunday,True,623983
2024-12-16,199972,259401,269285,56766,157428,2024,12,Monday,False,942852
2024-12-17,205046,271197,284270,57430,164201,2024,12,Tuesday,False,982144
2024-12-18,208895,280446,289104,58953,168013,2024,12,Wednesday,False,1005411
2024-12-19,203466,252241,279528,57475,160087,2024,12,Thursday,False,952797
2024-12-20,230838,280934,280343,64359,170868,2024,12,Friday,False,1027342
2024-12-21,157688,223548,208087,59550,119601,2024,12,Saturday,True,768474
2024-12-22,148044,213969,193753,59626,109625,2024,12,Sunday,True,725017
2024-12-23,195769,270298,260918,67210,153223,2024,12,Monday,False,947418
2024-12-24,199032,288439,270090,71627,158511,2024,12,Tuesday,False,987699
2024-12-25,147069,254078,181419,71911,115985,2024,12,Wednesday,False,770462
2024-12-26,181588,254901,241158,61988,142623,2024,12,Thursday,False,882258
2024-12-27,177554,243013,231765,58789,137641,2024,12,Friday,False,848762
2024-12-28,138977,196324,157602,54792,96974,2024,12,Saturday,True,644669
2024-12-29,119588,165083,136026,48545,80816,2024,12,Sunday,True,550058
2024-12-30,179275,235543,233831,58341,138478,2024,12,Monday,False,845468
2024-12-31,244890,367376,345814,91717,220980,2024,12,Tuesday,False,1270777
2025-01-01,139336,202590,162360,63975,99681,2025,1,Wednesday,False,667942
2025-01-02,191527,254324,254590,58586,156358,2025,1,Thursday,False,915385
2025-01-03,190163,253791,249606,58028,151166,2025,1,Friday,False,902754
2025-01-04,125243,181585,141258,45689,93659,2025,1,Saturday,True,587434
2025-01-05,116910,160681,126861,43643,80743,2025,1,Sunday,True,528838
2025-01-06,205114,264186,275308,57141,165152,2025,1,Monday,False,966901
2025-01-07,212315,273685,288926,59809,171454,2025,1,Tuesday,False,1006189
2025-01-08,214420,282426,295394,60455,173592,2025,1,Wednesday,False,1026287
2025-01-09,213773,279468,289617,60784,171713,2025,1,Thursday,False,1015355
2025-01-10,215163,280619,280623,63975,169092,2025,1,Friday,False,1009472
2025-01-11,146068,209614,165687,54728,108591,2025,1,Saturday,True,684688
2025-01-12,132054,182773,145138,50788,92009,2025,1,Sunday,True,602762
2025-01-13,207734,269827,279036,60121,167876,2025,1,Monday,False,984594
2025-01-14,209381,276017,288133,58722,170908,2025,1,Tuesday,False,1003161
2025-01-15,213138,284533,292122,59735,174282,2025,1,Wednesday,False,1023810
2025-01-16,213592,281162,287989,61021,172201,2025,1,Thursday,False,1015965
2025-01-17,214706,282450,283497,61852,168894,2025,1,Friday,False,1011399
2025-01-18,143047,209623,163172,53169,106742,2025,1,Saturday,True,675753
2025-01-19,129010,184617,144509,49417,91664,2025,1,Sunday,True,599217
2025-01-20,210454,275583,284103,61575,168203,2025,1,Monday,False,999918
2025-01-21,213945,286499,296880,60436,174741,2025,1,Tuesday,False,1032501
2025-01-22,216049,292304,299737,61243,176024,2025,1,Wednesday,False,1045357
2025-01-23,215772,286142,294254,61474,173652,2025,1,Thursday,False,1031294
2025-01-24,214693,279584,281200,61790,167398,2025,1,Friday,False,1004665
2025-01-25,150521,205208,165741,54539,106819,2025,1,Saturday,True,682828
2025-01-26,132141,178270,144681,52761,89422,2025,1,Sunday,True,597275
2025-01-27,184606,247287,246992,60559,144246,2025,1,Monday,False,883690
2025-01-28,176661,225941,234046,62646,131755,2025,1,Tuesday,False,831049
2025-01-29,155474,205794,195245,75441,106054,2025,1,Wednesday,False,738008
2025-01-30,130545,180906,157908,61052,91152,2025,1,Thursday,False,621563
2025-01-31,150392,197467,184831,57612,109465,2025,1,Friday,False,699767
2025-02-01,137750,172303,138597,52757,86796,2025,2,Saturday,True,588203
2025-02-02,124982,157741,129272,45905,81061,2025,2,Sunday,True,538961
2025-02-03,195569,249888,257597,55957,153260,2025,2,Monday,False,912271
2025-02-04,204350,269423,281843,57506,163068,2025,2,Tuesday,False,976190
2025-02-05,205615,272721,285795,58448,165423,2025,2,Wednesday,False,988002
2025-02-06,205056,273561,285767,58998,164802,2025,2,Thursday,False,988184
2025-02-07,210820,277984,283409,64394,168323,2025,2,Friday,False,1004930
2025-02-08,151911,212176,187399,59906,111256,2025,2,Saturday,True,722648
2025-02-09,141149,192519,160726,54431,96725,2025,2,Sunday,True,645550
2025-02-10,208441,278349,281405,62215,167638,2025,2,Monday,False,998048
2025-02-11,127200,186156,152504,46687,96528,2025,2,Tuesday,False,609075
2025-02-12,228225,293164,307971,62018,180433,2025,2,Wednesday,False,1071811
2025-02-13,217769,290065,303574,61774,176783,2025,2,Thursday,False,1049965
2025-02-14,221124,296709,298646,66647,176140,2025,2,Friday,False,1059266
2025-02-15,188603,202338,166202,51742,107944,2025,2,Saturday,True,716829
2025-02-16,131794,174334,142267,46317,86484,2025,2,Sunday,True,581196
2025-02-17,213795,269953,282648,58108,169000,2025,2,Monday,False,993504
2025-02-18,232156,285452,303539,59626,178303,2025,2,Tuesday,False,1059076
2025-02-19,223616,292352,307313,59812,181892,2025,2,Wednesday,False,1064985
2025-02-20,223185,289023,301726,61402,178571,2025,2,Thursday,False,1053907
2025-02-21,220640,282638,289580,64475,174509,2025,2,Friday,False,1031842
2025-02-22,147805,205792,170373,59440,108841,2025,2,Saturday,True,692251
2025-02-23,134713,177568,149424,50227,91532,2025,2,Sunday,True,603464
2025-02-24,220881,272982,287593,60522,170853,2025,2,Monday,False,1012831
2025-02-25,221891,288166,303996,62582,178369,2025,2,Tuesday,False,1055004
2025-02-26,224522,292944,307859,62213,180403,2025,2,Wednesday,False,1067941
2025-02-27,220964,290119,303152,60832,174956,2025,2,Thursday,False,1050023
2025-02-28,228126,292777,299468,65148,177707,2025,2,Friday,False,1063226
2025-03-01,152291,197196,162128,50793,103296,2025,3,Saturday,True,665704
2025-03-02,108614,137643,116641,35938,70149,2025,3,Sunday,True,468985
2025-03-03,209186,257731,274757,52959,164979,2025,3,Monday,False,959612
2025-03-04,215561,270745,293917,56133,172132,2025,3,Tuesday,False,1008488
2025-03-05,216790,275332,298071,56676,174403,2025,3,Wednesday,False,1021272
2025-03-06,214727,270748,294019,56592,170716,2025,3,Thursday,False,1006802
2025-03-07,217914,271278,286686,58917,170007,2025,3,Friday,False,1004802
2025-03-08,136018,172309,146987,43448,91459,2025,3,Saturday,True,590221
2025-03-09,123482,152291,130383,40372,78683,2025,3,Sunday,True,525211
2025-03-10,215293,265039,284597,56088,170657,2025,3,Monday,False,991674
2025-03-11,220271,277662,299687,56856,175904,2025,3,Tuesday,False,1030380
2025-03-12,220890,280414,302111,57075,177283,2025,3,Wednesday,False,1037773
2025-03-13,218780,276691,296453,57132,175847,2025,3,Thursday,False,1024903
2025-03-14,224709,277447,288565,58262,175154,2025,3,Friday,False,1024137
2025-03-15,152871,182211,159203,46520,99640,2025,3,Saturday,True,640445
2025-03-16,129348,155068,131738,42357,80854,2025,3,Sunday,True,539365
2025-03-17,207441,256877,266872,55778,160260,2025,3,Monday,False,947228
2025-03-18,131185,163765,142580,38483,89354,2025,3,Tuesday,False,565367
2025-03-19,219638,277456,298777,56787,176064,2025,3,Wednesday,False,1028722
2025-03-20,219719,275286,296807,56784,174086,2025,3,Thursday,False,1022682
2025-03-21,224703,277808,290029,59951,172805,2025,3,Friday,False,1025296
2025-03-22,157746,183941,158468,48275,98478,2025,3,Saturday,True,646908
2025-03-23,130348,153513,128594,43641,78771,2025,3,Sunday,True,534867
2025-03-24,216856,265033,283211,55309,169586,2025,3,Monday,False,989995
2025-03-25,221884,274943,294321,56098,173242,2025,3,Tuesday,False,1020488
2025-03-26,224121,278514,295631,56386,176056,2025,3,Wednesday,False,1030708
2025-03-27,216794,265150,277986,55191,165509,2025,3,Thursday,False,980630
2025-03-28,215045,254364,252770,58493,155319,2025,3,Friday,False,935991
2025-03-29,139460,159988,134753,47300,86885,2025,3,Saturday,True,568386
2025-03-30,128761,156012,127149,54527,79787,2025,3,Sunday,True,546236
2025-03-31,125487,179850,160592,63542,98358,2025,3,Monday,False,627829
2025-04-01,120820,168269,144421,58783,90730,2025,4,Tuesday,False,583023
2025-04-02,153667,212071,196889,55285,120203,2025,4,Wednesday,False,738115
2025-04-03,159454,220466,206907,52397,126232,2025,4,Thursday,False,765456
2025-04-04,159731,219150,207683,50295,124939,2025,4,Friday,False,761798
2025-04-05,123961,166089,138499,41095,89289,2025,4,Saturday,True,558933
2025-04-06,119403,154872,133382,42329,84640,2025,4,Sunday,True,534626
2025-04-07,209011,261360,272277,54565,169133,2025,4,Monday,False,966346
2025-04-08,215301,277035,292750,56016,177930,2025,4,Tuesday,False,1019032
2025-04-09,216843,280596,293341,55590,178142,2025,4,Wednesday,False,1024512
2025-04-10,217079,278640,292542,56618,177557,2025,4,Thursday,False,1022436
2025-04-11,218680,281612,284975,60289,176381,2025,4,Friday,False,1021937
2025-04-12,152090,205322,164455,48874,110977,2025,4,Saturday,True,681718
2025-04-13,138284,178254,146700,47020,93997,2025,4,Sunday,True,604255
2025-04-14,213442,270188,283577,58917,174886,2025,4,Monday,False,1001010
2025-04-15,221006,284361,305162,59803,182487,2025,4,Tuesday,False,1052819
2025-04-16,229770,297325,312761,62982,190249,2025,4,Wednesday,False,1093087
2025-04-17,222820,286402,301862,61465,183255,2025,4,Thursday,False,1055804
2025-04-18,222826,292061,292847,63559,178243,2025,4,Friday,False,1049536
2025-04-19,153268,222628,175667,52567,114255,2025,4,Saturday,True,718385
2025-04-20,135852,189380,150513,46891,96269,2025,4,Sunday,True,618905
2025-04-21,214644,267704,285916,58806,174874,2025,4,Monday,False,1001944
2025-04-22,219717,281540,300380,59187,181227,2025,4,Tuesday,False,1042051
2025-04-23,218590,283266,298208,58651,181923,2025,4,Wednesday,False,1040638
2025-04-24,219041,288069,297763,59267,181580,2025,4,Thursday,False,1045720
2025-04-25,221078,283288,292278,62226,177074,2025,4,Friday,False,1035944
2025-04-26,175316,213635,176135,51168,116182,2025,4,Saturday,True,732436
2025-04-27,128766,174149,144898,45702,92017,2025,4,Sunday,True,585532
2025-04-28,214520,270239,282024,58492,174321,2025,4,Monday,False,999596
2025-04-29,218225,281362,299046,58142,179351,2025,4,Tuesday,False,1036126
2025-04-30,228437,300441,311493,62445,186967,2025,4,Wednesday,False,1089783
2025-05-01,139832,210992,158125,51892,103983,2025,5,Thursday,False,664824
2025-05-02,207353,270423,265022,62407,163461,2025,5,Friday,False,968666
2025-05-03,150575,208610,167036,53680,109069,2025,5,Saturday,True,688970
2025-05-04,132118,170459,139676,45313,88088,2025,5,Sunday,True,575654
2025-05-05,218783,273471,283720,59914,176203,2025,5,Monday,False,1012091
2025-05-06,222059,283674,300131,59605,181335,2025,5,Tuesday,False,1046804
2025-05-07,223517,287814,302816,60206,182112,2025,5,Wednesday,False,1056465
2025-05-08,219484,282756,296488,60569,179380,2025,5,Thursday,False,1038677
2025-05-09,225336,286213,289431,62674,179011,2025,5,Friday,False,1042665
2025-05-10,192139,208034,173349,55656,114505,2025,5,Saturday,True,743683
2025-05-11,145098,204714,160752,58142,102084,2025,5,Sunday,True,670790
2025-05-12,128331,169019,140568,46499,91977,2025,5,Monday,False,576394
2025-05-13,220529,276965,291787,59407,178660,2025,5,Tuesday,False,1027348
2025-05-14,222783,285447,298657,58814,182181,2025,5,Wednesday,False,1047882
2025-05-15,218574,281601,294290,59898,179019,2025,5,Thursday,False,1033382
2025-05-16,217546,277822,281246,61306,174767,2025,5,Friday,False,1012687
2025-05-17,148074,194322,156281,49403,105344,2025,5,Saturday,True,653424
2025-05-18,123265,171899,134966,42852,89083,2025,5,Sunday,True,562065
2025-05-19,211621,265543,277903,57035,170700,2025,5,Monday,False,982802
2025-05-20,221115,282952,297661,58811,180843,2025,5,Tuesday,False,1041382
2025-05-21,225754,291143,303713,60208,185715,2025,5,Wednesday,False,1066533
2025-05-22,224460,288983,296006,60620,183004,2025,5,Thursday,False,1053073
2025-05-23,241346,292862,289691,65132,186499,2025,5,Friday,False,1075530
2025-05-24,191555,229583,188541,56059,126117,2025,5,Saturday,True,791855
2025-05-25,155888,185293,150989,46670,98331,2025,5,Sunday,True,637171
2025-05-26,211797,257353,252576,54785,165467,2025,5,Monday,False,941978
2025-05-27,214400,264906,262720,56716,168035,2025,5,Tuesday,False,966777
2025-05-28,270317,285851,282321,60401,181845,2025,5,Wednesday,False,1080735
2025-05-29,244905,302155,304006,62840,186252,2025,5,Thursday,False,1100158
2025-05-30,247706,298133,302365,66455,181110,2025,5,Friday,False,1095769
2025-05-31,199745,234211,188242,59536,122276,2025,5,Saturday,True,804010
2025-06-01,185693,230351,179404,63271,117284,2025,6,Sunday,True,776003
2025-06-02,126401,191199,144498,48644,96152,2025,6,Monday,False,606894
2025-06-03,216820,293277,288984,61195,179020,2025,6,Tuesday,False,1039296
2025-06-04,218953,303234,296449,60373,180381,2025,6,Wednesday,False,1059390
2025-06-05,215161,290340,285038,60136,175010,2025,6,Thursday,False,1025685
2025-06-06,197827,261792,240260,59910,154033,2025,6,Friday,False,913822
2025-06-07,136151,193812,150741,61041,102476,2025,6,Saturday,True,644221
2025-06-08,135915,189395,145130,54318,99157,2025,6,Sunday,True,623915
2025-06-09,196179,254561,237301,56409,158751,2025,6,Monday,False,903201
2025-06-10,252132,283558,287171,58405,182123,2025,6,Tuesday,False,1063389
2025-06-11,223976,291704,296277,59653,184433,2025,6,Wednesday,False,1056043
2025-06-12,219157,285830,289320,58792,180446,2025,6,Thursday,False,1033545
2025-06-13,217800,284476,277369,61824,176370,2025,6,Friday,False,1017839
2025-06-14,148285,204432,160299,51582,107322,2025,6,Saturday,True,671920
2025-06-15,132153,175913,139076,45601,91253,2025,6,Sunday,True,583996
2025-06-16,215238,274913,277473,57615,175505,2025,6,Monday,False,1000744
2025-06-17,221237,288101,294656,58409,183789,2025,6,Tuesday,False,1046192
2025-06-18,221978,293834,296544,59505,183750,2025,6,Wednesday,False,1055611
2025-06-19,217680,285673,289771,57890,179745,2025,6,Thursday,False,1030759
2025-06-20,220118,284956,277965,62276,176674,2025,6,Friday,False,1021989
2025-06-21,157278,207168,160517,47895,110657,2025,6,Saturday,True,683515
2025-06-22,149515,178187,141265,45718,94310,2025,6,Sunday,True,608995
2025-06-23,213906,274163,281495,56785,177167,2025,6,Monday,False,1003516
2025-06-24,218889,285779,296082,56860,183329,2025,6,Tuesday,False,1040939
2025-06-25,220795,290399,300362,58354,183267,2025,6,Wednesday,False,1053177
2025-06-26,221297,291743,297387,59612,181453,2025,6,Thursday,False,1051492
2025-06-27,131376,194648,150529,48208,100774,2025,6,Friday,False,625535
2025-06-28,141403,203951,162083,55488,103424,2025,6,Saturday,True,666349
2025-06-29,124740,171002,138694,46777,88527,2025,6,Sunday,True,569740
2025-06-30,212414,268954,273845,57120,172586,2025,6,Monday,False,984919
